user_id,Exam,item_id,score
24,3,16,97.24
24,1,0,55.49
24,4,21,107.02
24,2,11,42.19
24,2,9,65.38
24,3,13,31.71
24,4,18,234.42
25,4,23,98.47
25,4,20,71.0
25,3,17,78.29
25,4,22,29.7
25,1,4,62.39
25,1,3,53.9
25,3,15,115.24
25,1,2,57.95
25,1,5,62.39
25,3,12,188.22
25,1,1,57.64
25,3,13,36.0
25,2,9,63.93
25,2,11,37.71
25,4,18,240.97
25,1,0,54.55
25,3,16,86.71
25,2,8,56.37
25,4,21,116.01
26,3,15,115.49
26,1,3,50.01
26,1,4,58.44
26,4,23,101.28
26,3,17,76.27
26,4,20,63.71
26,4,22,18.29
26,1,2,51.37
26,3,12,182.58
26,1,5,58.44
26,2,8,50.13
26,3,16,99.41
26,1,0,49.81
26,4,18,233.36
26,4,21,106.67
26,2,9,65.2
26,3,13,25.69
26,1,1,51.82
26,2,11,42.41
27,1,2,90.08
27,4,20,71.0
27,3,17,87.94
27,4,22,25.01
27,1,4,78.9
27,1,3,91.09
27,3,15,133.15
27,3,12,198.82
27,4,23,100.64
27,4,21,134.06
27,1,1,93.19
27,3,13,36.0
27,2,9,83.72
27,2,11,57.87
27,4,18,238.02
27,1,0,89.33
27,3,16,92.6
27,2,8,54.2
27,1,5,78.9
28,3,12,184.78
28,3,15,120.16
28,1,3,49.3
28,4,23,92.76
28,4,22,27.46
28,3,17,73.4
28,4,20,71.0
28,1,4,46.74
28,1,2,47.98
28,1,5,46.74
28,1,1,49.27
28,2,8,58.27
28,3,16,92.38
28,1,0,43.16
28,4,21,118.99
28,2,11,41.17
28,2,9,65.04
28,3,13,31.59
28,4,18,246.68
29,4,23,97.18
29,4,20,63.49
29,3,17,79.32
29,4,22,33.21
29,1,4,76.17
29,1,3,74.03
29,3,15,130.53
29,1,2,71.45
29,3,12,185.14
29,1,5,76.17
29,1,1,72.03
29,3,13,29.19
29,2,9,71.4
29,2,11,45.25
29,4,18,241.08
29,1,0,44.88
29,3,16,100.99
29,2,8,62.58
29,4,21,120.29
30,3,12,197.15
30,3,15,122.3
30,1,3,63.22
30,1,2,62.81
30,4,22,39.18
30,3,17,77.85
30,4,20,63.59
30,1,4,60.18
30,4,23,94.05
30,1,5,60.18
30,1,1,58.13
30,2,8,62.34
30,3,16,95.72
30,1,0,72.69
30,4,21,121.75
30,2,11,39.79
30,2,9,71.78
30,3,13,31.81
30,4,18,237.2
31,1,2,46.37
31,4,20,63.69
31,3,17,76.71
31,4,22,32.64
31,1,4,67.64
31,1,3,47.45
31,3,15,118.54
31,3,12,195.85
31,4,23,105.28
31,1,5,67.64
31,1,1,46.28
31,3,13,36.0
31,2,9,70.31
31,2,11,43.65
31,4,18,238.6
31,1,0,63.97
31,3,16,97.93
31,2,8,45.84
31,4,21,114.13
32,3,15,132.66
32,1,3,62.14
32,1,4,59.83
32,3,12,194.71
32,3,17,78.85
32,4,20,71.0
32,4,23,99.57
32,4,22,29.27
32,1,2,63.13
32,2,11,43.77
32,4,21,120.01
32,3,16,97.91
32,1,0,68.74
32,4,18,238.45
32,2,8,62.17
32,2,9,71.62
32,3,13,30.29
32,1,1,59.09
32,1,5,59.83
33,1,2,87.88
33,4,20,71.0
33,3,17,80.9
33,4,22,28.43
33,1,4,73.42
33,1,3,93.3
33,3,15,142.0
33,3,12,202.85
33,1,5,73.42
33,4,23,96.51
33,1,1,87.12
33,2,8,71.0
33,3,16,101.78
33,1,0,74.12
33,4,21,129.85
33,2,11,46.9
33,2,9,77.97
33,3,13,35.3
33,4,18,241.74
34,1,2,92.36
34,4,20,71.0
34,3,17,81.86
34,4,22,35.87
34,1,4,86.32
34,1,3,94.77
34,3,15,142.0
34,3,12,197.0
34,4,23,99.29
34,1,5,86.32
34,1,1,91.33
34,3,13,36.0
34,2,9,89.21
34,2,11,45.8
34,4,18,247.31
34,1,0,85.33
34,3,16,106.0
34,2,8,63.38
34,4,21,129.26
35,3,12,196.88
35,3,15,133.43
35,1,3,77.68
35,1,2,81.49
35,4,22,34.1
35,3,17,82.78
35,4,20,71.0
35,1,4,76.37
35,1,5,76.37
35,4,23,95.38
35,1,1,79.62
35,2,8,67.33
35,3,16,93.5
35,1,0,83.27
35,4,21,120.71
35,2,11,36.18
35,2,9,77.55
35,3,13,36.0
35,4,18,243.0
36,4,23,98.17
36,4,20,71.0
36,3,17,76.57
36,4,22,29.59
36,1,4,58.03
36,1,3,56.4
36,3,15,120.2
36,1,2,57.62
36,3,12,198.62
36,1,5,58.03
36,1,1,57.62
36,3,13,32.81
36,2,9,65.91
36,2,11,41.27
36,4,18,238.83
36,1,0,95.03
36,3,16,92.75
36,2,8,56.21
36,4,21,117.07
37,3,12,182.74
37,3,15,119.13
37,1,3,57.99
37,1,2,53.85
37,4,22,29.08
37,3,17,80.73
37,4,20,64.12
37,1,4,65.52
37,4,23,106.0
37,1,5,65.52
37,1,1,57.05
37,2,8,55.27
37,3,16,96.27
37,1,0,74.68
37,4,21,115.41
37,2,11,41.36
37,2,9,69.38
37,3,13,32.35
37,4,18,248.28
38,1,2,61.57
38,4,20,66.52
38,3,17,85.11
38,4,22,36.73
38,1,4,100.0
38,1,3,61.46
38,3,15,127.34
38,3,12,203.68
38,4,23,95.54
38,1,5,100.0
38,1,1,59.44
38,3,13,24.25
38,2,9,73.31
38,2,11,57.22
38,4,18,248.72
38,1,0,81.79
38,3,16,93.6
38,2,8,60.83
38,4,21,112.07
39,3,12,190.95
39,3,15,122.93
39,1,3,55.54
39,1,2,54.59
39,4,22,34.54
39,3,17,75.95
39,4,20,69.09
39,1,4,62.6
39,1,5,62.6
39,4,23,91.02
39,1,1,52.68
39,2,8,65.95
39,3,16,97.54
39,1,0,44.12
39,4,21,117.93
39,2,11,34.36
39,2,9,61.66
39,3,13,27.83
39,4,18,249.0
40,4,23,93.08
40,4,20,68.84
40,3,17,92.79
40,4,22,26.15
40,1,4,66.16
40,1,3,67.96
40,3,15,124.19
40,1,2,66.7
40,1,5,66.16
40,3,12,193.4
40,1,1,57.64
40,3,13,28.92
40,2,9,72.64
40,2,11,43.32
40,4,18,241.12
40,1,0,69.82
40,3,16,95.95
40,2,8,70.14
40,4,21,111.44
41,3,15,119.79
41,1,3,70.74
41,1,4,56.99
41,4,23,101.54
41,3,17,79.02
41,4,20,58.93
41,4,22,27.06
41,1,2,67.96
41,3,12,201.72
41,1,5,56.99
41,2,8,63.87
41,3,16,98.27
41,1,0,81.35
41,4,18,244.88
41,4,21,122.88
41,2,9,72.91
41,3,13,36.0
41,1,1,74.26
41,2,11,32.11
42,1,2,61.16
42,4,20,65.62
42,3,17,85.23
42,4,22,33.53
42,1,4,74.42
42,1,3,61.68
42,3,15,132.83
42,3,12,197.68
42,4,23,94.15
42,4,21,119.43
42,1,1,56.96
42,3,13,28.25
42,2,9,79.37
42,2,11,47.53
42,4,18,239.57
42,1,0,61.31
42,3,16,89.47
42,2,8,61.96
42,1,5,74.42
43,3,12,194.06
43,3,15,130.29
43,1,3,62.95
43,4,23,96.74
43,4,22,30.38
43,3,17,78.68
43,4,20,63.89
43,1,4,70.38
43,1,2,60.94
43,1,5,70.38
43,1,1,62.37
43,2,8,62.12
43,3,16,101.84
43,1,0,63.97
43,4,21,117.69
43,2,11,47.15
43,2,9,83.91
43,3,13,33.42
43,4,18,247.18
44,4,23,100.54
44,4,20,70.76
44,3,17,76.48
44,4,22,30.82
44,1,4,67.54
44,1,3,68.03
44,3,15,121.04
44,1,2,65.7
44,3,12,198.84
44,1,5,67.54
44,1,1,74.83
44,3,13,23.03
44,2,9,76.42
44,2,11,39.24
44,4,18,244.23
44,1,0,75.04
44,3,16,81.92
44,2,8,59.59
44,4,21,108.61
45,3,12,195.78
45,3,15,119.42
45,1,3,65.34
45,1,2,66.77
45,4,22,39.09
45,3,17,76.84
45,4,20,64.5
45,1,4,75.67
45,4,23,104.61
45,1,5,75.67
45,1,1,65.21
45,2,8,65.46
45,3,16,94.89
45,1,0,97.76
45,4,21,115.43
45,2,11,48.13
45,2,9,72.52
45,3,13,26.88
45,4,18,239.45
46,1,2,66.64
46,4,20,71.0
46,3,17,82.85
46,4,22,35.11
46,1,4,81.97
46,1,3,67.01
46,3,15,131.19
46,3,12,208.36
46,4,23,103.29
46,1,5,81.97
46,1,1,65.15
46,3,13,25.68
46,2,9,81.28
46,2,11,47.95
46,4,18,236.7
46,1,0,95.72
46,3,16,98.21
46,2,8,56.31
46,4,21,116.26
47,3,12,199.97
47,3,15,126.47
47,1,3,70.16
47,1,2,68.84
47,4,22,33.22
47,3,17,81.54
47,4,20,69.94
47,1,4,71.87
47,1,5,71.87
47,4,23,97.41
47,1,1,69.95
47,2,8,61.12
47,3,16,83.27
47,1,0,81.37
47,4,21,117.22
47,2,11,51.56
47,2,9,75.68
47,3,13,36.0
47,4,18,238.59
48,4,23,93.27
48,4,20,66.41
48,3,17,72.61
48,4,22,30.73
48,1,4,81.98
48,1,3,80.97
48,3,15,119.16
48,1,2,76.09
48,1,5,81.98
48,3,12,193.89
48,1,1,80.65
48,4,21,116.29
48,3,16,99.83
48,1,0,79.28
48,4,18,236.23
48,2,8,61.61
48,2,9,76.24
48,3,13,31.34
48,2,11,47.97
49,1,2,76.46
49,4,20,65.38
49,3,17,67.36
49,4,22,37.02
49,1,4,63.3
49,1,3,74.29
49,3,15,132.86
49,4,23,97.4
49,1,5,63.3
49,3,12,201.27
49,1,1,78.43
49,2,8,61.69
49,3,16,102.16
49,1,0,74.03
49,4,21,129.17
49,2,11,41.75
49,2,9,73.37
49,3,13,34.99
49,4,18,235.74
50,1,2,88.36
50,4,20,67.03
50,3,17,81.19
50,4,22,27.09
50,1,4,80.31
50,1,3,87.92
50,3,15,142.0
50,3,12,202.51
50,4,23,101.27
50,4,21,126.39
50,1,1,91.85
50,3,13,34.23
50,2,9,78.82
50,2,11,38.95
50,4,18,243.79
50,1,0,86.31
50,3,16,99.41
50,2,8,60.69
50,1,5,80.31
51,3,15,136.33
51,1,3,89.7
51,1,4,73.63
51,4,23,104.69
51,3,17,71.56
51,4,20,65.95
51,4,22,37.26
51,1,2,93.53
51,3,12,195.08
51,1,5,73.63
51,2,8,69.13
51,3,16,90.81
51,1,0,66.46
51,4,18,244.88
51,4,21,124.22
51,2,9,90.4
51,3,13,36.0
51,1,1,100.0
51,2,11,47.21
52,4,23,98.49
52,4,20,62.34
52,3,17,80.61
52,4,22,25.01
52,1,4,69.53
52,1,3,51.33
52,3,15,122.22
52,1,2,52.0
52,1,5,69.53
52,3,12,190.09
52,1,1,51.02
52,2,8,51.12
52,3,16,97.26
52,1,0,52.61
52,4,21,115.48
52,2,11,43.99
52,2,9,67.98
52,3,13,23.66
52,4,18,243.11
53,1,2,64.86
53,4,20,62.63
53,3,17,86.97
53,4,22,30.21
53,1,4,72.87
53,1,3,68.43
53,3,15,128.76
53,3,12,204.38
53,4,23,95.77
53,4,21,127.19
53,1,1,68.88
53,2,8,70.18
53,3,16,92.52
53,1,0,85.44
53,1,5,72.87
53,2,11,54.84
53,2,9,75.81
53,3,13,30.75
53,4,18,243.43
54,1,2,67.71
54,4,20,65.13
54,3,17,79.45
54,4,22,33.54
54,1,4,63.36
54,1,3,68.26
54,3,15,131.47
54,3,12,191.43
54,4,23,97.07
54,1,5,63.36
54,1,1,69.75
54,3,13,36.0
54,2,9,78.74
54,2,11,39.97
54,4,18,239.31
54,1,0,42.07
54,3,16,95.12
54,2,8,50.57
54,4,21,122.85
55,3,12,199.37
55,3,15,113.12
55,1,3,38.38
55,4,23,104.38
55,4,22,40.97
55,3,17,85.79
55,4,20,68.34
55,1,4,80.96
55,1,2,38.12
55,1,5,80.96
55,1,1,39.83
55,2,8,54.29
55,3,16,96.09
55,1,0,72.21
55,4,21,113.54
55,2,11,46.53
55,2,9,55.14
55,3,13,26.27
55,4,18,244.37
56,4,23,91.28
56,4,20,68.66
56,3,17,80.64
56,4,22,33.81
56,1,4,70.01
56,1,3,70.95
56,3,15,125.92
56,1,2,71.64
56,1,5,70.01
56,3,12,201.97
56,1,1,69.79
56,3,13,36.0
56,2,9,75.22
56,2,11,43.46
56,4,18,245.03
56,1,0,93.6
56,3,16,100.44
56,2,8,70.55
56,4,21,127.78
57,3,15,133.47
57,1,3,72.07
57,1,4,49.02
57,4,23,91.06
57,3,17,77.55
57,4,20,60.94
57,4,22,34.16
57,1,2,74.95
57,3,12,198.68
57,1,5,49.02
57,2,8,67.26
57,3,16,96.18
57,1,0,85.68
57,4,18,249.0
57,4,21,120.31
57,2,9,77.42
57,3,13,36.0
57,1,1,71.38
57,2,11,48.53
58,1,2,92.72
58,4,20,63.21
58,3,17,71.18
58,4,22,28.59
58,1,4,56.81
58,1,3,95.82
58,3,15,131.96
58,3,12,205.87
58,4,23,92.17
58,4,21,116.96
58,1,1,93.53
58,3,13,30.71
58,2,9,88.03
58,2,11,44.35
58,4,18,239.32
58,1,0,100.0
58,3,16,95.64
58,2,8,67.84
58,1,5,56.81
59,3,12,192.93
59,3,15,131.38
59,1,3,71.81
59,4,23,94.86
59,4,22,22.97
59,3,17,79.4
59,4,20,59.44
59,1,4,60.07
59,1,2,71.73
59,1,5,60.07
59,1,1,68.95
59,2,8,67.9
59,3,16,97.09
59,1,0,74.67
59,4,21,119.75
59,2,11,36.7
59,2,9,73.26
59,3,13,26.57
59,4,18,245.68
60,4,23,92.51
60,4,20,67.19
60,3,17,70.96
60,4,22,26.71
60,1,4,40.74
60,1,3,48.3
60,3,15,121.7
60,1,2,47.42
60,3,12,191.71
60,1,5,40.74
60,1,1,44.95
60,3,13,35.86
60,2,9,69.37
60,2,11,37.82
60,4,18,246.62
60,1,0,49.62
60,3,16,88.85
60,2,8,56.42
60,4,21,114.19
61,3,12,204.74
61,3,15,132.67
61,1,3,63.42
61,1,2,60.44
61,4,22,26.88
61,3,17,75.04
61,4,20,69.27
61,1,4,56.39
61,4,23,93.66
61,1,5,56.39
61,1,1,65.62
61,2,8,66.86
61,3,16,89.45
61,1,0,83.11
61,4,21,116.52
61,2,11,46.12
61,2,9,72.79
61,3,13,32.34
61,4,18,244.38
62,1,2,69.64
62,4,20,70.67
62,3,17,79.68
62,4,22,24.64
62,1,4,73.7
62,1,3,66.98
62,3,15,127.97
62,3,12,195.41
62,4,23,102.74
62,1,5,73.7
62,1,1,64.05
62,3,13,33.36
62,2,9,74.39
62,2,11,48.06
62,4,18,240.65
62,1,0,58.72
62,3,16,97.03
62,2,8,64.52
62,4,21,118.57
63,3,15,130.13
63,1,3,52.35
63,1,4,69.09
63,3,12,196.61
63,3,17,85.81
63,4,20,71.0
63,4,23,106.0
63,4,22,29.81
63,1,2,52.28
63,2,11,42.55
63,4,21,119.98
63,2,8,58.92
63,3,16,96.97
63,1,0,66.95
63,4,18,237.95
63,1,5,69.09
63,2,9,67.57
63,3,13,29.73
63,1,1,45.65
64,4,23,101.36
64,4,20,71.0
64,3,17,92.83
64,4,22,31.29
64,1,4,89.29
64,1,3,71.79
64,3,12,203.96
64,1,2,70.37
64,1,5,89.29
64,3,15,135.05
64,1,1,75.96
64,4,21,119.26
64,3,16,95.81
64,1,0,85.92
64,4,18,241.33
64,2,8,62.62
64,2,9,73.32
64,3,13,34.99
64,2,11,56.19
65,1,2,69.33
65,4,23,102.99
65,4,20,62.47
65,3,17,84.04
65,4,22,41.34
65,1,4,87.95
65,1,3,71.72
65,3,12,194.8
65,1,5,87.95
65,3,15,129.06
65,1,1,67.73
65,3,16,99.32
65,1,0,78.98
65,4,18,243.38
65,2,8,67.02
65,2,9,70.78
65,3,13,28.55
65,2,11,55.91
65,4,21,119.56
66,4,23,104.03
66,1,2,70.1
66,4,20,69.12
66,3,17,87.85
66,4,22,39.91
66,1,4,89.8
66,1,3,68.72
66,3,15,129.7
66,3,12,204.91
66,1,5,89.8
66,1,1,67.45
66,3,13,24.68
66,2,9,72.27
66,2,11,50.67
66,4,18,248.51
66,1,0,81.41
66,3,16,93.19
66,2,8,70.98
66,4,21,112.88
67,3,12,198.31
67,1,3,74.97
67,1,4,75.13
67,1,2,71.41
67,3,17,84.21
67,4,20,69.48
67,4,23,106.0
67,4,22,28.41
67,1,5,75.13
67,3,15,138.1
67,1,1,75.05
67,2,8,63.01
67,3,16,93.08
67,1,0,63.7
67,4,18,239.05
67,4,21,120.69
67,2,9,73.82
67,3,13,34.55
67,2,11,46.48
68,4,23,95.73
68,4,20,69.38
68,3,17,78.22
68,4,22,28.01
68,1,4,60.74
68,1,3,59.95
68,3,12,214.07
68,1,2,58.98
68,3,15,120.82
68,1,5,60.74
68,1,1,55.51
68,3,13,30.74
68,2,9,73.19
68,2,11,42.7
68,4,18,236.06
68,1,0,91.27
68,3,16,106.0
68,2,8,64.49
68,4,21,113.72
69,3,12,194.08
69,3,15,135.66
69,1,3,95.82
69,1,2,98.02
69,4,22,45.19
69,3,17,87.79
69,4,20,71.0
69,1,4,68.51
69,4,23,106.0
69,1,5,68.51
69,1,1,100.0
69,2,8,66.93
69,3,16,101.44
69,1,0,70.07
69,4,21,131.75
69,2,11,54.13
69,2,9,83.08
69,3,13,36.0
69,4,18,239.71
70,1,2,59.0
70,4,20,62.11
70,3,17,77.19
70,4,22,23.42
70,1,4,65.44
70,1,3,59.83
70,3,15,117.53
70,3,12,196.41
70,4,23,96.55
70,1,5,65.44
70,1,1,54.55
70,3,13,23.54
70,2,9,72.74
70,2,11,39.71
70,4,18,241.21
70,1,0,66.12
70,3,16,93.44
70,2,8,57.12
70,4,21,106.74
71,3,15,120.64
71,1,3,50.06
71,1,4,44.08
71,3,12,185.07
71,3,17,66.81
71,4,20,71.0
71,4,23,97.68
71,4,22,21.07
71,1,2,50.54
71,1,0,45.05
71,4,21,125.61
71,3,16,83.87
71,1,5,44.08
71,4,18,237.36
71,2,8,57.04
71,2,9,66.2
71,3,13,32.42
71,1,1,54.11
71,2,11,28.97
72,1,2,59.95
72,4,20,59.59
72,3,17,85.29
72,4,22,35.47
72,1,4,96.44
72,1,3,58.39
72,3,15,131.05
72,3,12,191.83
72,1,5,96.44
72,4,23,95.34
72,1,1,51.61
72,2,8,49.48
72,3,16,102.61
72,1,0,45.71
72,4,21,117.04
72,2,11,62.41
72,2,9,74.86
72,3,13,36.0
72,4,18,241.17
73,1,2,85.34
73,4,20,71.0
73,3,17,89.53
73,4,22,34.28
73,1,4,85.11
73,1,3,89.03
73,3,15,130.56
73,3,12,200.21
73,4,23,87.08
73,1,5,85.11
73,1,1,86.59
73,3,13,32.47
73,2,9,76.97
73,2,11,50.56
73,4,18,233.03
73,1,0,74.61
73,3,16,97.42
73,2,8,64.81
73,4,21,124.07
74,3,12,191.37
74,3,15,128.89
74,1,3,54.36
74,1,2,53.92
74,4,22,23.88
74,3,17,81.8
74,4,20,69.64
74,1,4,76.04
74,1,5,76.04
74,4,23,98.96
